movieId,weight_rating,title,genres
353,3.373454669286227,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
356,3.788608178648695,Forrest Gump (1994),Comedy|Drama|Romance|War
361,3.0588376857527093,It Could Happen to You (1994),Comedy|Drama|Romance
364,3.6073351110197205,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
367,3.0354570405160017,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
368,3.2225125533586034,Maverick (1994),Adventure|Comedy|Western
370,2.8304645622438755,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
377,3.2716721686939536,Speed (1994),Action|Romance|Thriller
379,2.7339785586721748,Timecop (1994),Action|Sci-Fi|Thriller
380,3.2934103664995225,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
382,2.9142309369216504,Wolf (1994),Drama|Horror|Romance|Thriller
405,2.52292462315516,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
410,2.94360198707828,Addams Family Values (1993),Children|Comedy|Fantasy
420,2.588140866813484,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
423,2.9424428947192967,Blown Away (1994),Action|Thriller
432,2.563722543696185,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
434,2.8058022573352615,Cliffhanger (1993),Action|Adventure|Thriller
435,2.548212975407375,Coneheads (1993),Comedy|Sci-Fi
440,3.34989614672239,Dave (1993),Comedy|Romance
442,2.9341304883769848,Demolition Man (1993),Action|Adventure|Sci-Fi
454,3.2632646547577835,"Firm, The (1993)",Drama|Thriller
455,2.5832165561592513,Free Willy (1993),Adventure|Children|Drama
457,3.688198541466772,"Fugitive, The (1993)",Thriller
466,2.865081227782195,Hot Shots! Part Deux (1993),Action|Comedy|War
471,3.483449905798258,"Hudsucker Proxy, The (1994)",Comedy
474,3.4752364439434773,In the Line of Fire (1993),Action|Thriller
480,3.5848013956481766,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,3.1403384996661923,Kalifornia (1993),Drama|Thriller
485,2.712008535549178,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
494,3.0218677082670666,Executive Decision (1996),Action|Adventure|Thriller
500,3.1044029997612133,Mrs. Doubtfire (1993),Comedy|Drama
514,3.2390182789020807,"Ref, The (1994)",Comedy
517,2.9898792514176784,Rising Sun (1993),Action|Drama|Mystery
520,2.96197746090642,Robin Hood: Men in Tights (1993),Comedy
524,3.2976099044153107,Rudy (1993),Drama
527,4.0361489576943,Schindler's List (1993),Drama|War
539,3.189181263862378,Sleepless in Seattle (1993),Comedy|Drama|Romance
541,3.925239338324866,Blade Runner (1982),Action|Sci-Fi|Thriller
546,2.230566132233065,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
552,3.0390556093547856,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
586,3.057732476570673,Home Alone (1990),Children|Comedy
587,3.1559008989459527,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,3.528340310911957,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,3.8199716167640383,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590,3.531536969477165,Dances with Wolves (1990),Adventure|Drama|Western
592,3.4687752903520854,Batman (1989),Action|Crime|Thriller
593,4.029048785224106,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
595,3.4801767808080157,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
597,3.16219100106852,Pretty Woman (1990),Comedy|Romance
608,3.9565630650824004,Fargo (1996),Comedy|Crime|Drama|Thriller
610,3.08777145102193,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
647,3.2327046170121814,Courage Under Fire (1996),Action|Crime|Drama|War
648,3.248825895102617,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
653,2.9984589577229412,Dragonheart (1996),Action|Adventure|Fantasy
724,2.9425909140725763,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
733,3.3570970281663706,"Rock, The (1996)",Action|Adventure|Thriller
736,2.915745049395966,Twister (1996),Action|Adventure|Romance|Thriller
741,3.5760176053475643,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
762,2.3450159414589553,Striptease (1996),Comedy|Crime
778,3.7767098270687613,Trainspotting (1996),Comedy|Crime|Drama
780,3.13244989871177,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
784,2.7282979319994154,"Cable Guy, The (1996)",Comedy|Thriller
785,3.152962628516601,Kingpin (1996),Comedy
786,2.8263133336425152,Eraser (1996),Action|Drama|Thriller
788,2.63320199937492,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
798,2.761201575598581,Daylight (1996),Action|Adventure|Drama|Thriller
805,3.3416960235302406,"Time to Kill, A (1996)",Drama|Thriller
818,2.709787294418277,"Very Brady Sequel, A (1996)",Comedy
832,3.158077011063481,Ransom (1996),Crime|Thriller
836,2.740302834017119,Chain Reaction (1996),Action|Adventure|Thriller
852,3.0214826073762397,Tin Cup (1996),Comedy|Drama|Romance
858,4.192051760243066,"Godfather, The (1972)",Crime|Drama
879,2.7978093743681365,"Relic, The (1997)",Horror|Thriller
919,3.7668505654123954,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
924,3.7689549140379666,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
1015,3.0597567856742622,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
1020,3.088391167005194,Cool Runnings (1993),Comedy
1036,3.8210606162770056,Die Hard (1988),Action|Crime|Thriller
1037,2.6916837100144306,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
1047,3.180980297482081,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
1049,3.1288106637089905,"Ghost and the Darkness, The (1996)",Action|Adventure
1059,3.283253071514035,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1079,3.6675800457491836,"Fish Called Wanda, A (1988)",Comedy|Crime
1080,3.7895771423711984,Monty Python's Life of Brian (1979),Comedy
1088,3.022104077003915,Dirty Dancing (1987),Drama|Musical|Romance
1089,3.9158152342714105,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,3.7222973370695094,Platoon (1986),Drama|War
1091,2.773364403452656,Weekend at Bernie's (1989),Comedy
1092,3.193420124719199,Basic Instinct (1992),Crime|Mystery|Thriller
1094,3.445676715415513,"Crying Game, The (1992)",Drama|Romance|Thriller
1100,2.7696276967796836,Days of Thunder (1990),Action|Drama|Romance
1101,3.2199091365036363,Top Gun (1986),Action|Romance
1126,2.6907203194913345,Drop Dead Fred (1991),Comedy|Fantasy
1127,3.5090458385756174,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1136,3.9690000717208105,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1196,4.049868036194812,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1198,4.056428370783929,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1200,3.851647411636366,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1203,3.9897189454848236,12 Angry Men (1957),Drama
1207,3.901873067592838,To Kill a Mockingbird (1962),Drama
1208,3.9294068476467645,Apocalypse Now (1979),Action|Drama|War
1210,3.8095867119475892,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1214,3.9274446383354857,Alien (1979),Horror|Sci-Fi
1215,3.5036908515902296,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1220,3.5759223524056947,"Blues Brothers, The (1980)",Action|Comedy|Musical
1222,3.8620075432919667,Full Metal Jacket (1987),Drama|War
1240,3.7653398637077533,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1242,3.713202292032757,Glory (1989),Drama|War
1259,3.775541782262601,Stand by Me (1986),Adventure|Drama
1265,3.819327768017926,Groundhog Day (1993),Comedy|Fantasy|Romance
1270,3.863954923088955,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1274,3.602239212780357,Akira (1988),Action|Adventure|Animation|Sci-Fi
1275,3.4184866422110844,Highlander (1986),Action|Adventure|Fantasy
1291,3.8226673637103703,Indiana Jones and the Last Crusade (1989),Action|Adventure
1320,3.0438646693604237,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1339,3.3323127059524817,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1356,3.371636289261862,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1370,3.281646900118657,Die Hard 2 (1990),Action|Adventure|Thriller
1372,3.183945929065654,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1374,3.521633750814072,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1375,3.125124170742926,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1376,3.3371966750100133,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1377,3.124168143851523,Batman Returns (1992),Action|Crime
1385,3.009386072514369,Under Siege (1992),Action|Drama|Thriller
1391,2.92689721748209,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1393,3.3830759773866084,Jerry Maguire (1996),Drama|Romance
1396,3.443427660817075,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1405,2.9475285881456843,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1407,3.207763042732619,Scream (1996),Comedy|Horror|Mystery|Thriller
1425,3.031231049694166,Fierce Creatures (1997),Comedy
1466,3.6077672102097456,Donnie Brasco (1997),Crime|Drama
1476,3.1547031700454915,Private Parts (1997),Comedy|Drama
1485,3.102339534715693,Liar Liar (1997),Comedy
1500,3.569167711877059,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1515,2.6589426235394393,Volcano (1997),Action|Drama|Thriller
1517,3.304704813868188,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1518,3.1286485272232567,Breakdown (1997),Action|Thriller
1527,3.574509875917049,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1544,2.890395926195298,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1552,3.050430186526427,Con Air (1997),Action|Adventure|Thriller
1562,2.1975207252689666,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1580,3.45298086370827,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1584,3.4692072867872845,Contact (1997),Drama|Sci-Fi
1586,2.8713023572693173,G.I. Jane (1997),Action|Drama
1590,2.9053360678729683,Event Horizon (1997),Horror|Sci-Fi|Thriller
1591,2.64772840318111,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1597,3.156249042714116,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1608,3.078867613125512,Air Force One (1997),Action|Thriller
1610,3.626006358722769,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1615,3.2081203815208057,"Edge, The (1997)",Adventure|Drama
1616,2.9192380913987175,"Peacemaker, The (1997)",Action|Thriller|War
1617,3.899796076402048,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1625,3.6351618689195977,"Game, The (1997)",Drama|Mystery|Thriller
1641,3.4637210854134564,"Full Monty, The (1997)",Comedy|Drama
1645,3.3223465792333258,The Devil's Advocate (1997),Drama|Mystery|Thriller
1653,3.6380323548641513,Gattaca (1997),Drama|Sci-Fi|Thriller
1665,2.784925467854346,Bean (1997),Comedy
1673,3.5923432108183224,Boogie Nights (1997),Drama
1676,3.1972782105589532,Starship Troopers (1997),Action|Sci-Fi
1682,3.699512665219188,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1687,2.987066588626849,"Jackal, The (1997)",Action|Thriller
1690,2.941584366583271,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1704,3.823765793117281,Good Will Hunting (1997),Drama|Romance
1721,3.23991493502942,Titanic (1997),Drama|Romance
1722,3.06635894018678,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1732,3.7660969766844525,"Big Lebowski, The (1998)",Comedy|Crime
1747,3.3777908388423055,Wag the Dog (1997),Comedy
1748,3.630671016790262,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1760,2.2648020137600504,Spice World (1997),Comedy
1769,2.9870416772505335,"Replacement Killers, The (1998)",Action|Crime|Thriller
1779,2.803085082116869,Sphere (1998),Sci-Fi|Thriller
1784,3.592041149309264,As Good as It Gets (1997),Comedy|Drama|Romance
1792,3.0321964234518504,U.S. Marshals (1998),Action|Crime|Thriller
1805,3.110406822733182,Wild Things (1998),Crime|Drama|Mystery|Thriller
1810,3.272216706271337,Primary Colors (1998),Comedy|Drama
1831,2.5809143543994275,Lost in Space (1998),Action|Adventure|Sci-Fi
1876,2.905285856301201,Deep Impact (1998),Drama|Sci-Fi|Thriller
1882,2.429199167143908,Godzilla (1998),Action|Sci-Fi|Thriller
1884,3.45033032162415,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1892,3.134986733973998,"Perfect Murder, A (1998)",Thriller
1909,3.1820596224527535,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1917,2.8668952764448905,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1918,2.966670549961911,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1921,3.503384662221448,Pi (1998),Drama|Sci-Fi|Thriller
1923,3.3830793164832285,There's Something About Mary (1998),Comedy|Romance
1961,3.7087139181494355,Rain Man (1988),Drama
1967,3.410759569216674,Labyrinth (1986),Adventure|Fantasy|Musical
1968,3.6475900972106876,"Breakfast Club, The (1985)",Comedy|Drama
2000,3.522515556662679,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2001,3.233228713747364,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2002,3.0642062567263912,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2003,3.2610149105002786,Gremlins (1984),Comedy|Horror
2004,2.8059987365134496,Gremlins 2: The New Batch (1990),Comedy|Horror
2006,3.151642863453862,"Mask of Zorro, The (1998)",Action|Comedy|Romance
2011,3.390527975804473,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
2012,3.2072721135786235,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2021,3.137782761158314,Dune (1984),Adventure|Sci-Fi
2028,3.858585868786565,Saving Private Ryan (1998),Action|Drama|War
2046,3.213761549427329,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
2053,2.337436494276809,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
2054,2.809672077091788,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2058,3.3502762912589152,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2081,3.3708902784417716,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
2082,2.8626417124032826,"Mighty Ducks, The (1992)",Children|Comedy
2094,3.020938028078293,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2100,3.170373215173907,Splash (1984),Comedy|Fantasy|Romance
2105,3.1711510985482154,Tron (1982),Action|Adventure|Sci-Fi
2115,3.5133110726835337,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2126,2.780847327459722,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2133,3.1226507698595753,Adventures in Babysitting (1987),Adventure|Comedy
2140,3.382193446441402,"Dark Crystal, The (1982)",Adventure|Fantasy
2150,3.4201368754642063,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2153,2.3716891284222203,"Avengers, The (1998)",Action|Adventure
2161,3.3646901519023964,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2167,3.213745317961865,Blade (1998),Action|Horror|Thriller
2174,3.4615923668657294,Beetlejuice (1988),Comedy|Fantasy
2193,3.309371418328615,Willow (1988),Action|Adventure|Fantasy
2194,3.703832758809493,"Untouchables, The (1987)",Action|Crime|Drama
2231,3.460973857931922,Rounders (1998),Drama
2268,3.5935667205747945,"Few Good Men, A (1992)",Crime|Drama|Thriller
2273,3.1991640703656468,Rush Hour (1998),Action|Comedy|Crime|Thriller
2278,3.4051872092985707,Ronin (1998),Action|Crime|Thriller
2291,3.618625378485235,Edward Scissorhands (1990),Drama|Fantasy|Romance
2294,3.167804069868722,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2296,2.712960330513278,"Night at the Roxbury, A (1998)",Comedy
2302,3.4512028224449818,My Cousin Vinny (1992),Comedy
2311,3.1717263415776955,2010: The Year We Make Contact (1984),Sci-Fi
2334,3.0097832220140166,"Siege, The (1998)",Action|Thriller
2335,2.8269579935791693,"Waterboy, The (1998)",Comedy
2353,3.3698832073029994,Enemy of the State (1998),Action|Thriller
2355,3.4015678263754787,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2378,2.9435898204385462,Police Academy (1984),Comedy|Crime
2379,2.544281210700089,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2381,2.358114875974014,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
2391,3.5100930180213625,"Simple Plan, A (1998)",Crime|Drama|Thriller
2393,3.0211296337748936,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2405,3.0104019710157384,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2406,3.3537994912756472,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2407,3.216108472064299,Cocoon (1985),Comedy|Sci-Fi
2424,2.9587083007145463,You've Got Mail (1998),Comedy|Romance
2433,3.146773506633015,"Civil Action, A (1998)",Drama
2450,2.357936781248574,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2468,2.745405509360628,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2470,3.0795404395950783,Crocodile Dundee (1986),Adventure|Comedy
2471,2.6261713525392363,Crocodile Dundee II (1988),Action|Adventure|Comedy
2478,3.035527714100365,¡Three Amigos! (1986),Comedy|Western
2490,3.263071056343164,Payback (1999),Action|Thriller
2501,3.580680608292471,October Sky (1999),Drama
2502,3.74732798527371,Office Space (1999),Comedy|Crime
2505,2.9188158794217696,8MM (1999),Drama|Mystery|Thriller
2539,3.1114771650948914,Analyze This (1999),Comedy
2541,3.117050381447242,Cruel Intentions (1999),Drama
2542,3.7284901685353677,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2571,4.0308945788584145,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2600,3.2083883816920395,eXistenZ (1999),Action|Sci-Fi|Thriller
2605,2.973313921168825,Entrapment (1999),Crime|Thriller
2616,2.7733261853274804,Dick Tracy (1990),Action|Crime
2617,3.134736001086388,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2628,2.9083083034308963,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2640,3.345418171610168,Superman (1978),Action|Adventure|Sci-Fi
2641,3.0832572320054066,Superman II (1980),Action|Sci-Fi
2672,3.12615022194188,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2683,3.066797432659657,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2688,2.943686482023389,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2700,3.5078349645556552,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2701,2.3289997539545255,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2706,3.1233709245541887,American Pie (1999),Comedy|Romance
2710,2.9397492271337367,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2712,3.2081529734188425,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2716,3.667081831914836,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2717,2.9732455870189787,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2718,3.065579448204051,Drop Dead Gorgeous (1999),Comedy
2720,2.2947889036359843,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2722,2.6966842859666458,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2723,3.011015870289608,Mystery Men (1999),Action|Comedy|Fantasy
2762,3.8599806161251933,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2763,3.283382535732094,"Thomas Crown Affair, The (1999)",Action|Mystery
2764,3.2406902477114214,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2770,3.021563504921906,Bowfinger (1999),Comedy
2791,3.632546935380035,Airplane! (1980),Comedy
2792,2.9322884654276082,Airplane II: The Sequel (1982),Comedy
2794,2.8982397517854777,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2797,3.478704039205713,Big (1988),Comedy|Drama|Fantasy|Romance
2803,3.1095114040718657,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2805,2.8021262122155814,Mickey Blue Eyes (1999),Comedy|Romance
2808,2.663820199383853,Universal Soldier (1992),Action|Sci-Fi
2840,2.9422064078825985,Stigmata (1999),Drama|Thriller
2858,3.9557649375654798,American Beauty (1999),Drama|Romance
2860,2.9537100792585216,Blue Streak (1999),Comedy
2881,2.990146760791953,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2889,3.1305791239103127,"Mystery, Alaska (1999)",Comedy|Drama
2890,3.4888901161762464,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2916,3.4568423767163616,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2918,3.725222214899406,Ferris Bueller's Day Off (1986),Comedy
2947,3.56452319068067,Goldfinger (1964),Action|Adventure|Thriller
2948,3.4865266816262785,From Russia with Love (1963),Action|Adventure|Thriller
2949,3.4691351698042796,Dr. No (1962),Action|Adventure|Thriller
2953,2.6107492143965993,Home Alone 2: Lost in New York (1992),Children|Comedy
2959,4.045606086617805,Fight Club (1999),Action|Crime|Drama|Thriller
2985,3.327575727224498,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2986,2.584299973890523,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2987,3.475087180533533,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2989,3.1968411216978154,For Your Eyes Only (1981),Action|Adventure|Thriller
2990,3.0452856349540465,Licence to Kill (1989),Action|Adventure|Thriller
2991,3.2505631057508886,Live and Let Die (1973),Action|Adventure|Thriller
2993,3.345777374131973,Thunderball (1965),Action|Adventure|Thriller
2997,3.763025463746968,Being John Malkovich (1999),Comedy|Drama|Fantasy
3000,3.7757991917463434,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3020,3.4211524690178248,Falling Down (1993),Action|Drama
3033,3.2321700542642833,Spaceballs (1987),Comedy|Sci-Fi
3039,3.5337503116513083,Trading Places (1983),Comedy
